iter	MAE
412	51.00122989
413	50.9934117
414	50.97742525
415	50.96479537
416	50.96172319
417	50.93415969
418	50.92621177
419	50.91845906
420	50.91570562
421	50.89921581
422	50.88301649
423	50.87879658
424	50.81965655
425	50.81803506
426	50.81455095
427	50.8094852
428	50.79718255
429	50.78461359
430	50.78002323
431	50.77849714
432	50.77139483
433	50.76312121
434	50.75507298
435	50.74607031
436	50.73727008
437	50.7296425
438	50.71673487
439	50.70768041
440	50.70315149
441	50.67552327
442	50.65133789
443	50.64281792
444	50.62598866
445	50.6175834
446	50.59849466
447	50.59547574
448	50.58927642
449	50.54459489
450	50.53509456
451	50.52935422
452	50.52485239
453	50.51460504
454	50.49370359
455	50.48914479
456	50.48364
457	50.44397862
458	50.43238273
459	50.42704516
460	50.42069959
461	50.4173213
462	50.40222511
463	50.38836312
464	50.3662559
465	50.36132409
466	50.35621206
467	50.32183355
468	50.31536286
469	50.31058492
470	50.30475012
471	50.29945752
472	50.29198995
473	50.28581809
474	50.2815605
475	50.27372265
476	50.27013388
477	50.25567063
478	50.24229732
479	50.22953036
480	50.22439874
481	50.22106375
482	50.21505275
483	50.20755933
484	50.20487135
485	50.19932388
486	50.1942673
487	50.10780581
488	50.10189527
489	50.09308923
490	50.08941072
491	50.08235049
492	50.07702951
493	50.07133781
494	49.99378465
495	49.98869692
496	49.98388982
497	49.97920573
498	49.96743871
499	49.92163023
500	49.907126
501	49.8509188
502	49.83824722
503	49.80583404
504	49.7996659
505	49.79569315
506	49.78874423
507	49.75989884
508	49.74742103
509	49.7407623
510	49.73639247
511	49.73261203
512	49.68650713
513	49.68084934
514	49.67436388
515	49.65451508
516	49.64989651
517	49.64144737
518	49.63557197
519	49.63142566
520	49.59416666
521	49.58258
522	49.57589398
523	49.57106987
524	49.56807722
525	49.56236533
526	49.55708978
527	49.48418797
528	49.47882867
529	49.47295042
530	49.45289547
531	49.43882161
532	49.40976604
533	49.40178732
534	49.33909371
535	49.33606284
536	49.26441414
537	49.25910759
538	49.24801178
539	49.24360031
540	49.23827914
541	49.235731
542	49.23290941
543	49.22584131
544	49.21984834
545	49.16411861
546	49.16194585
547	49.1595856
548	49.14805475
549	49.14526443
550	49.12741912
551	49.10590334
552	49.09647649
553	49.08590426
554	49.08249055
555	49.07396215
556	49.06687163
557	49.0615571
558	49.05623211
559	49.05249952
560	49.0447729
561	49.03829713
562	49.03446872
563	49.03133513
564	48.97988683
565	48.97205579
566	48.9632499
567	48.96000811
568	48.95123386
569	48.94867284
570	48.93365134
571	48.9242053
572	48.91750718
573	48.90541773
574	48.90181277
575	48.89593784
576	48.88125551
577	48.87552129
578	48.86915495
579	48.86072212
580	48.85196909
581	48.84689226
582	48.83871357
583	48.83200846
584	48.79682368
585	48.7909874
586	48.77509956
587	48.75835401
588	48.75339833
589	48.74828892
590	48.72959956
591	48.72418646
592	48.72124451
593	48.7122704
594	48.70084888
595	48.64331824
596	48.63817652
597	48.63099945
598	48.6205159
599	48.61545342
600	48.61350144
601	48.6012348
602	48.59753206
603	48.59064992
604	48.58480968
605	48.55267782
606	48.54444623
607	48.49642822
608	48.49255057
609	48.48565056
610	48.4815883
611	48.46905108
612	48.44751801
613	48.44342546
614	48.43471076
615	48.42056933
616	48.4166619
617	48.40543161
618	48.37105714
619	48.365071
620	48.31558949
621	48.31298645
622	48.30243638
623	48.28198328
624	48.24143213
625	48.23631693
626	48.22891114
627	48.20738486
628	48.20194553
629	48.19739983
630	48.19278773
631	48.19057085
632	48.18771618
633	48.17968334
634	48.17760807
635	48.17395726
636	48.16943908
637	48.16675466
638	48.1527082
639	48.14826533
640	48.14128277
641	48.13616529
642	48.12711247
643	48.11927078
644	48.10627822
645	48.09924584
646	48.0757883
647	48.06790628
648	48.05987512
649	48.05731965
650	48.05187706
651	48.04880892
652	48.04404825
653	48.03998582
654	47.98915721
655	47.97512395
656	47.95460436
657	47.94837655
658	47.94556862
659	47.9431047
660	47.9308565
661	47.92480122
662	47.91907414
663	47.9069902
664	47.89568855
665	47.8893487
666	47.88035197
667	47.87691871
668	47.81973538
669	47.81288428
670	47.809807
671	47.8011135
672	47.78875612
673	47.77074678
674	47.76668891
675	47.73247103
676	47.70908102
677	47.69861569
678	47.69121825
679	47.68407254
680	47.67810861
681	47.66756586
682	47.65949111
683	47.65181074
684	47.64671077
685	47.64306536
686	47.63392579
687	47.63124654
688	47.60899336
689	47.60636057
690	47.602598
691	47.579359
692	47.57352803
693	47.55082357
694	47.53805559
695	47.52319437
696	47.51954819
697	47.51278728
698	47.50494369
699	47.49294113
700	47.4883809
701	47.46817328
702	47.46142151
703	47.45884003
704	47.45513957
705	47.45078576
706	47.4467796
707	47.44181971
708	47.43381679
709	47.42542982
710	47.41933976
711	47.41614625
712	47.40842348
713	47.39781174
714	47.38493988
715	47.35148551
716	47.3455829
717	47.34042906
718	47.33581258
719	47.31787934
720	47.30318372
721	47.29784897
722	47.27436074
723	47.26895873
724	47.23405695
725	47.22878174
726	47.22318039
727	47.2173131
728	47.21350281
729	47.19769196
730	47.1929719
731	47.14809637
732	47.14006842
733	47.1329554
734	47.12844523
735	47.11445048
736	47.11126471
737	47.10735655
738	47.10246948
739	47.09858102
740	47.0954622
741	47.05651174
742	47.04916173
743	47.035422
744	47.03189638
