feature,lgb_importance,cat_importance,avg_importance,importance_diff
lag1_x_rolling_mean_3,79.53215651362214,39.53916393350286,59.5356602235625,39.99299258011928
center_meal_orders_median_prod,23.44161995395817,23.512763851101557,23.477191902529864,0.07114389714338643
lag1_x_rolling_mean_2,20.040974450216574,25.974199118955,23.007586784585786,5.933224668738426
num_orders_lag_1,21.379443374155894,14.630221047347526,18.004832210751708,6.749222326808368
num_orders_rolling_mean_21,14.51340756028982,16.791159701952616,15.652283631121218,2.277752141662795
center_meal_orders_mean_prod,12.799000329674332,17.18106135361371,14.990030841644021,4.382061023939379
num_orders_rolling_mean_14,14.99057797329257,14.242498533539491,14.616538253416032,0.748079439753079
num_orders_rolling_mean_5,8.378666340448683,16.023188967838454,12.20092765414357,7.644522627389771
checkout_price,10.91663180346313,10.947938199015475,10.932285001239302,0.03130639555234538
price_diff_x_emailer,11.027360566039963,9.537210374274816,10.28228547015739,1.4901501917651476
num_orders_rolling_mean_10,7.242529240248141,11.287883001200495,9.265206120724319,4.045353760952354
num_orders_lag_5,7.294993469702292,10.775997786576314,9.035495628139303,3.4810043168740217
price_diff,7.2917124705592435,7.933535515247266,7.612623992903255,0.6418230446880226
mean_orders_by_weekofyear,6.472754661644823,6.947994614805222,6.710374638225023,0.4752399531603997
rolling_mean_2_x_discount_pct,6.391039166065677,7.0016096423618475,6.696324404213762,0.6105704762961706
rolling_mean_5_x_emailer,6.282152986830714,5.264978394830433,5.773565690830574,1.0171745920002806
homepage_featured_poly2_discount,3.998631424118136,7.088966916296362,5.543799170207249,3.0903354921782262
lag1_x_home,7.487267540912717,2.6118762598918024,5.04957190040226,4.8753912810209155
rolling_mean_3_x_emailer,4.215105643533861,5.559342916126269,4.887224279830065,1.3442372725924079
homepage_featured,2.5039537089225963,7.1124637697671185,4.808208739344858,4.608510060844522
rolling_mean_2_x_rolling_mean_3,3.2511812582191983,5.889882724998044,4.570531991608621,2.6387014667788455
num_orders_lag_10,5.051624402232397,3.7913475144204636,4.42148595832643,1.2602768878119335
rolling_mean_2_x_price_diff,4.83331170003291,3.6284706008144294,4.23089115042367,1.2048410992184806
rolling_mean_2_x_home,5.208563600264841,3.1084675941937,4.158515597229271,2.100096006071141
price_diff_x_home,3.3933425320532105,4.0340257320381,3.713684132045655,0.6406831999848897
meal_mean_x_discount,4.99662209397857,2.3289515127144864,3.6627868033465285,2.6676705812640837
lag1_x_emailer,4.342496904284191,2.6897776243760045,3.516137264330098,1.6527192799081867
num_orders_rolling_mean_2,0.7266475009083179,6.191313187924444,3.458980344416381,5.464665687016126
num_orders_lag_3,2.8803951585166447,3.940031338823944,3.4102132486702943,1.0596361803072991
center_mean_x_discount,2.7213122099123632,3.125119738698959,2.923215974305661,0.40380752878659587
meal_orders_std,1.9264753784640296,3.9175928435270255,2.9220341109955275,1.991117465062996
meal_orders_median,1.4777569213479087,3.69194582432825,2.5848513728380795,2.214188902980341
emailer_for_promotion,1.0380783609459088,3.8024985266831144,2.4202884438145116,2.7644201657372056
num_orders_rolling_mean_3,0.6524988746291249,4.002673765665682,2.3275863201474034,3.3501748910365565
category_Beverages,1.6945273256961757,2.7632412164144253,2.2288842710553007,1.0687138907182496
base_price,1.6903892321156933,2.587963708669846,2.1391764703927696,0.8975744765541529
emailer_for_promotion_rolling_mean_7,2.2331267759607627,1.748740214038251,1.9909334949995068,0.4843865619225116
weekofyear,1.951142007364884,1.9470836985445643,1.9491128529547241,0.004058308820319656
emailer_for_promotion_rolling_mean_21,1.6142667337960739,2.2588384691855885,1.9365526014908312,0.6445717353895146
lag1_x_lag2,2.1631133739153876,1.6514548353339784,1.907284104624683,0.5116585385814092
price_ratio,1.4739194071196737,2.281490740756326,1.877705073938,0.8075713336366521
center_orders_mean,1.95487659382959,1.6135172381795442,1.784196916004567,0.3413593556500458
center_orders_mean_poly2_meal_orders_mean,1.4478401101707472,1.9828448337757887,1.715342471973268,0.5350047236050415
discount_pct,1.5839748041402988,1.8390830298186736,1.711528916979486,0.25510822567837477
rolling_mean_2_x_emailer,1.5511561402062455,1.8106884103043301,1.6809222752552877,0.25953227009808466
num_orders_rolling_std_21,1.4422314214597773,1.886619674289319,1.6644255478745482,0.44438825282954175
base_price_poly2_discount_pct,0.6410856947234927,2.6772375795052414,1.6591616371143671,2.0361518847817486
num_orders_lag_2,2.3497563142262647,0.6946426637830967,1.5221994890046808,1.655113650443168
discount,1.2368906343555992,1.6984929475531867,1.467691790954393,0.4616023131975875
emailer_for_promotion_rolling_mean_20,1.4889613520395866,1.212425814419625,1.3506935832296056,0.27653553761996164
num_orders_rolling_std_14,0.8396985102215858,1.807009820462064,1.3233541653418248,0.9673113102404781
mean_orders_by_month,1.1422752821815427,1.4583807374168452,1.3003280097991938,0.3161054552353024
weekofyear_cos,1.3911905746727593,1.0786360308862546,1.234913302779507,0.3125545437865047
weekofyear_sin,1.3690592208624999,1.0416369684862685,1.2053480946743842,0.32742225237623135
lag1_x_month_sin,1.1813359096096163,1.1605833726046755,1.170959641107146,0.02075253700494084
emailer_for_promotion_rolling_mean_14,0.9942910360278079,1.2878319225108652,1.1410614792693365,0.2935408864830573
emailer_for_promotion_rolling_mean_8,1.4639033858410355,0.7404935893844486,1.1021984876127422,0.7234097964565869
homepage_featured_rolling_mean_5,1.2609723186157844,0.9071296501358022,1.0840509843757933,0.35384266847998225
homepage_featured_rolling_mean_7,0.8759943628532715,1.2430203687987882,1.05950736582603,0.3670260059455167
homepage_featured_rolling_mean_21,1.1671736069265302,0.9423761981039477,1.0547749025152389,0.22479740882258248
center_orders_std,1.012009004502035,1.0196801278177294,1.015844566159882,0.007671123315694528
meal_orders_mean,0.8775057277830847,1.1167027852999716,0.9971042565415281,0.2391970575168869
num_orders_rolling_std_3,0.7468432340769767,1.2283595017434803,0.9876013679102285,0.4815162676665036
seasonal_week_x_price,0.8243499313681417,1.146389758038487,0.9853698447033143,0.32203982667034525
cuisine_Italian,0.9844740915335298,0.9762123024171773,0.9803431969753535,0.008261789116352558
lag1_x_weekofyear_sin,1.052430808598185,0.8544885343476168,0.9534596714729009,0.1979422742505682
emailer_for_promotion_rolling_mean_5,0.6930913716855067,1.1211370424827245,0.9071142070841156,0.4280456707972178
center_meal_orders_mean_div,1.0042707385986986,0.7942704727691831,0.8992706056839408,0.2100002658295156
num_orders_rolling_std_10,0.8704037261935245,0.8594908667723745,0.8649472964829494,0.010912859421149945
homepage_featured_rolling_mean_3,1.1534728515868373,0.5354853728979908,0.844479112242414,0.6179874786888465
cuisine_Continental,0.9371539979320604,0.7233692297289772,0.8302616138305188,0.21378476820308323
cuisine_Thai,0.5983525069630684,1.0061754919001311,0.8022639994315998,0.4078229849370627
emailer_for_promotion_rolling_mean_13,0.9258143309184839,0.531223890689833,0.7285191108041584,0.39459044022865086
category_Extras,0.7731470582162138,0.5942846145766789,0.6837158363964464,0.17886244363953485
homepage_featured_rolling_sum_12,0.6054405197812069,0.715246334108152,0.6603434269446795,0.10980581432694503
emailer_for_promotion_rolling_sum_4,0.3246428292659164,0.9722029090545311,0.6484228691602237,0.6475600797886147
center_type_TYPE_B,0.4569770530895527,0.8166210042384198,0.6367990286639862,0.35964395114886705
homepage_featured_rolling_mean_13,0.6263512956828098,0.5809597017830554,0.6036554987329326,0.045391593899754334
emailer_for_promotion_rolling_sum_8,0.2229403709980297,0.9344719972654032,0.5787061841317165,0.7115316262673734
center_type_TYPE_C,0.43510550570206036,0.7212431252617874,0.5781743154819239,0.286137619559727
weekofyear_centered_sq,0.271797111055389,0.8510191892163026,0.5614081501358458,0.5792220781609136
homepage_featured_rolling_mean_2,0.1964965518813545,0.9043712487093492,0.5504339002953518,0.7078746968279946
homepage_featured_rolling_sum_3,0.24395802541061515,0.839154773395857,0.5415563994032361,0.5951967479852418
emailer_for_promotion_rolling_sum_12,0.462258177767555,0.594919910903413,0.528589044335484,0.132661733135858
month_sin,0.6104674666621978,0.417531493733846,0.5139994801980219,0.19293597292835174
center_orders_median,0.5062469738362346,0.49890863729704543,0.50257780556664,0.007338336539189194
category_Pizza,0.5025097658596736,0.49939619376734873,0.5009529798135112,0.0031135720923248233
emailer_for_promotion_rolling_mean_3,0.5266613877677493,0.4445172140227548,0.48558930089525204,0.0821441737449945
num_orders_rolling_std_5,0.4942494347622065,0.47629538377641406,0.48527240926931026,0.017954050985792447
num_orders_rolling_std_2,0.5483829939562977,0.38621973973945184,0.4673013668478748,0.1621632542168459
homepage_featured_rolling_sum_4,0.30857215268650945,0.6248548766483492,0.4667135146674293,0.3162827239618397
rolling_mean_2_x_weekofyear,0.524523195552347,0.2418871765220742,0.38320518603721065,0.28263601903027286
