feature,lgb_importance,cat_importance,avg_importance,importance_diff
lag1_x_rolling_mean_3,78.27763840932579,36.584939085227774,57.43128874727678,41.692699324098015
center_meal_orders_median_prod,22.98821906043107,21.963711676595835,22.475965368513453,1.0245073838352354
lag1_x_rolling_mean_2,17.822106436366397,23.915844409997117,20.86897542318176,6.09373797363072
num_orders_lag_1,20.313454139497114,15.31779089750805,17.815622518502582,4.995663241989064
num_orders_rolling_mean_21,15.739271327924989,16.52952435864226,16.134397843283622,0.7902530307172704
center_meal_orders_mean_prod,14.2790148205032,13.179577315763666,13.729296068133433,1.0994375047395337
num_orders_rolling_mean_14,15.847285877089824,11.005283446855886,13.426284661972854,4.842002430233938
num_orders_rolling_mean_10,6.405830138539375,16.486320998969,11.446075568754187,10.080490860429624
num_orders_rolling_mean_5,9.437329158215306,11.902577158123758,10.669953158169532,2.4652479999084527
num_orders_lag_5,6.841992601987714,11.974780848415527,9.40838672520162,5.132788246427813
price_diff_x_emailer,9.509130500249581,9.239043733163507,9.374087116706544,0.2700867670860738
checkout_price,9.43169799888987,9.268127966673879,9.349912982781873,0.16357003221599165
homepage_featured_poly2_discount,4.439493000265779,9.88992788623819,7.164710443251985,5.450434885972411
price_diff,7.019660213564678,7.2730370946808325,7.146348654122756,0.25337688111615453
mean_orders_by_weekofyear,6.294348409054923,6.86643401841899,6.580391213736956,0.5720856093640672
rolling_mean_2_x_rolling_mean_3,1.2428041419739126,11.78003303671741,6.511418589345662,10.537228894743498
rolling_mean_5_x_emailer,6.988979181536927,4.820123251953389,5.904551216745158,2.168855929583538
rolling_mean_2_x_home,6.104292626063157,3.5819126424644865,4.843102634263822,2.5223799835986704
rolling_mean_2_x_discount_pct,5.326095497723343,4.177131299724701,4.751613398724022,1.1489641979986418
num_orders_lag_10,4.357787793347582,4.602989075229555,4.480388434288569,0.24520128188197265
lag1_x_home,7.152894497210296,1.5713680710166618,4.362131284113479,5.581526426193634
meal_mean_x_discount,4.072488163432048,3.747753387934118,3.910120775683083,0.3247347754979302
price_diff_x_home,3.575858697162521,3.8363863402050296,3.706122518683775,0.26052764304250875
rolling_mean_2_x_price_diff,4.317871395939257,2.794581955667331,3.556226675803294,1.5232894402719257
lag1_x_lag2,2.4413054297528682,4.663341442743545,3.552323436248207,2.2220360129906767
rolling_mean_3_x_emailer,3.6201268985708457,3.1770182176618937,3.3985725581163697,0.44310868090895195
rolling_mean_2_x_emailer,1.2705724252055934,5.2698988864368586,3.270235655821226,3.999326461231265
num_orders_rolling_mean_2,1.8219853769347767,4.424604698709024,3.1232950378219004,2.602619321774248
num_orders_lag_3,3.0130506058012174,2.756180843966953,2.8846157248840854,0.2568697618342646
lag1_x_emailer,3.5252603296899436,2.0180037253360195,2.7716320275129815,1.5072566043539242
num_orders_rolling_mean_3,1.1220742087149493,4.294476548425515,2.7082753785702325,3.172402339710566
meal_orders_std,1.8196674591344135,3.576157930163511,2.697912694648962,1.7564904710290974
homepage_featured,0.5474159571889139,4.519677679177181,2.5335468181830474,3.972261721988267
center_orders_mean_poly2_meal_orders_mean,1.576083693657406,3.0929254709897713,2.334504582323589,1.5168417773323652
meal_orders_median,1.4768107685080372,3.008984067788537,2.242897418148287,1.5321732992804997
center_mean_x_discount,2.052571956965872,2.368668242010381,2.2106200994881267,0.31609628504450926
emailer_for_promotion_rolling_mean_7,2.4890466865773897,1.8715519088646975,2.1802992977210436,0.6174947777126922
discount_pct,1.5164240941777445,2.6300819151311825,2.0732530046544637,1.113657820953438
price_ratio,1.4186343421794936,2.4747583365968326,1.946696339388163,1.056123994417339
base_price,1.6637693716373816,2.166631067873043,1.9152002197552123,0.5028616962356613
category_Beverages,1.7804289822688697,1.8941803628813882,1.837304672575129,0.11375138061251855
weekofyear,1.7452284533199909,1.8213867716352519,1.7833076124776213,0.07615831831526099
center_orders_mean,1.5311874766461497,1.8111341005527646,1.6711607885994573,0.27994662390661484
emailer_for_promotion_rolling_mean_21,1.6155587706645387,1.6560524046860903,1.6358055876753146,0.040493634021551594
num_orders_lag_2,2.335063748791125,0.8112724832035162,1.5731681159973205,1.523791265587609
emailer_for_promotion_rolling_mean_20,1.4571555519883048,1.5066095504531871,1.481882551220746,0.0494539984648823
num_orders_rolling_std_21,1.2990872551181896,1.529622960990274,1.4143551080542318,0.2305357058720845
emailer_for_promotion_rolling_mean_8,1.3566648977275795,1.4343636723574706,1.395514285042525,0.07769877462989117
mean_orders_by_month,1.2559148342262143,1.4879868146739632,1.3719508244500886,0.2320719804477489
emailer_for_promotion,0.33115844329356026,2.219962046538664,1.275560244916112,1.8888036032451034
discount,1.0111442938808326,1.5340852524583755,1.272614773169604,0.5229409585775429
weekofyear_cos,1.4167789289685797,1.072637647504448,1.244708288236514,0.3441412814641318
weekofyear_sin,1.3490143209852097,1.087592684302697,1.2183035026439533,0.2614216366825126
lag1_x_month_sin,1.1543080066558418,1.0751997471236128,1.1147538768897274,0.079108259532229
homepage_featured_rolling_mean_5,1.4709915046543844,0.7553012574001068,1.1131463810272457,0.7156902472542777
emailer_for_promotion_rolling_mean_14,0.8867690370555462,1.209727809797118,1.048248423426332,0.3229587727415718
lag1_x_weekofyear_sin,1.1275739102696538,0.8492307883510257,0.9884023493103398,0.2783431219186281
center_meal_orders_mean_div,1.0158519006309616,0.9065477650056695,0.9611998328183156,0.10930413562529218
center_orders_std,0.8892270049982067,0.9598157075177519,0.9245213562579793,0.07058870251954519
cuisine_Continental,0.7608479169671312,1.0474008179716716,0.9041243674694014,0.28655290100454045
seasonal_week_x_price,0.7600995538152996,1.0349658910810202,0.89753272244816,0.27486633726572063
base_price_poly2_discount_pct,1.0350829419667278,0.7327070630617856,0.8838950025142567,0.3023758789049422
cuisine_Thai,0.6765297018593048,1.084545616055658,0.8805376589574814,0.4080159141963531
homepage_featured_rolling_mean_7,1.0668277885998045,0.6859101247183659,0.8763689566590852,0.38091766388143866
num_orders_rolling_std_10,0.8285024309242652,0.8765558505528535,0.8525291407385593,0.04805341962858822
homepage_featured_rolling_mean_3,0.8024384415271102,0.8801504143782942,0.8412944279527022,0.07771197285118403
emailer_for_promotion_rolling_mean_5,0.6277043313143377,1.0314215619664013,0.8295629466403696,0.40371723065206366
num_orders_rolling_std_14,0.6829899540690866,0.9614631506032252,0.8222265523361558,0.2784731965341386
homepage_featured_rolling_mean_13,0.962708837872299,0.6630025773962522,0.8128557076342756,0.29970626047604676
num_orders_rolling_std_3,0.5851900470054279,1.0232108454037985,0.8042004462046132,0.4380207983983706
homepage_featured_rolling_mean_21,1.0033150816265917,0.5969116309749953,0.8001133563007935,0.40640345065159633
category_Extras,0.7256980737677435,0.7025318881246031,0.7141149809461733,0.023166185643140436
emailer_for_promotion_rolling_sum_4,0.4593812867792612,0.9600088124059062,0.7096950495925837,0.500627525626645
center_type_TYPE_B,0.538683520812813,0.8604088822544652,0.6995462015336391,0.3217253614416522
emailer_for_promotion_rolling_mean_13,0.9332183213536731,0.45657984950385727,0.6948990854287652,0.47663847184981584
homepage_featured_rolling_sum_3,0.2689565767071615,1.1026011516270398,0.6857788641671007,0.8336445749198782
emailer_for_promotion_rolling_mean_3,0.5437783637585349,0.8112439679977094,0.6775111658781221,0.2674656042391744
meal_orders_mean,0.6153903758737056,0.68292779113385,0.6491590835037778,0.06753741526014445
cuisine_Italian,0.6001429819687062,0.6603408217478314,0.6302419018582688,0.060197839779125184
month_sin,0.6670154891620437,0.46723803811609627,0.56712676363907,0.1997774510459474
homepage_featured_rolling_sum_12,0.4793759981019015,0.6291130675173267,0.554244532809614,0.14973706941542514
weekofyear_centered_sq,0.29681090564124624,0.7844359543660292,0.5406234300036377,0.48762504872478296
emailer_for_promotion_rolling_sum_12,0.5453519893004314,0.4270907822405338,0.4862213857704826,0.11826120705989757
homepage_featured_rolling_mean_20,0.3958289386359584,0.5690016506446176,0.482415294640288,0.1731727120086592
center_type_TYPE_C,0.3259415745811254,0.622904200436728,0.4744228875089267,0.2969626258556026
num_orders_rolling_std_5,0.4181249696996882,0.5159914167677514,0.4670581932337198,0.09786644706806319
homepage_featured_rolling_mean_8,0.4535693361135002,0.4236734568617462,0.4386213964876232,0.02989587925175402
category_Pizza,0.4236816838439123,0.4336146020191782,0.42864814293154524,0.00993291817526587
homepage_featured_rolling_sum_4,0.48057058307692047,0.37664941207243974,0.4286099975746801,0.10392117100448073
rolling_mean_2_x_weekofyear,0.5625001021655552,0.2940498360890446,0.4282749691272999,0.2684502660765106
