feature,lgb_importance,cat_importance,avg_importance,importance_diff
num_orders_rolling_std_2,0.45234803509035876,0.3909066738612254,0.4216273544757921,0.06144136122913335
month_centered_sq,0.46072564979308583,0.35643483180079316,0.4085802407969395,0.10429081799229267
emailer_for_promotion_rolling_sum_8,0.06722038920135291,0.6800944616802945,0.3736574254408237,0.6128740724789417
emailer_for_promotion_rolling_mean_2,0.24380366934672923,0.44887503857652106,0.34633935396162513,0.20507136922979183
center_orders_median,0.3566813258311588,0.32346197315673625,0.3400716494939475,0.03321935267442255
month_cos,0.2787037274051415,0.40059193198613946,0.33964782969564045,0.12188820458099797
homepage_featured_rolling_mean_2,0.26949011686063973,0.3425322965776688,0.30601120671915427,0.07304217971702909
category_Rice Bowl,0.1899511353800089,0.40258821846700876,0.2962696769235088,0.21263708308699986
cuisine_Indian,0.21712025892540235,0.31752685462076796,0.26732355677308517,0.10040659569536561
category_Other Snacks,0.2129741709317623,0.2652449108690004,0.23910954090038136,0.05227073993723813
homepage_featured_rolling_sum_8,0.0546947704530628,0.381062751511366,0.2178787609822144,0.32636798105830317
emailer_for_promotion_rolling_sum_3,0.07028012220624061,0.36041296306094833,0.21534654263359448,0.2901328408547077
category_Sandwich,0.0727644225949863,0.25046870689258066,0.1616165647437835,0.17770428429759436
category_Starters,0.20503807166972032,0.10591476144312084,0.15547641655642058,0.09912331022659948
category_Salad,0.12991587927301393,0.1701711042890762,0.15004349178104506,0.04025522501606227
homepage_featured_rolling_mean_14,0.14326124709180407,0.11332883313950151,0.1282950401156528,0.02993241395230256
category_Seafood,0.1144844643012555,0.061226232125738834,0.08785534821349716,0.053258232175516666
center_type_TYPE_A,0.06313069127864353,0.0955161642080342,0.07932342774333886,0.032385472929390674
category_Desert,0.09453546016997648,0.044955296337652835,0.06974537825381466,0.049580163832323644
category_Soup,0.027936474379399463,0.03407887582030346,0.03100767509985146,0.006142401440903996
category_Fish,0.010555451843470495,0.03286992750770421,0.021712689675587354,0.022314475664233717
category_Biryani,0.0,0.02156182748602982,0.01078091374301491,0.02156182748602982
category_Pasta,0.005999721405848908,0.008531485426448496,0.007265603416148702,0.0025317640205995886
