number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_bagging_freq,params_feature_fraction,params_lambda_l1,params_lambda_l2,params_learning_rate,params_max_depth,params_min_child_samples,params_num_leaves,params_use_base_price,params_use_category_Beverages,params_use_category_Extras,params_use_category_Pasta,params_use_category_Pizza,params_use_category_Rice Bowl,params_use_category_Salad,params_use_category_Sandwich,params_use_center_id,params_use_center_id_orders_mean,params_use_center_id_orders_median,params_use_center_id_orders_std,params_use_center_type_TYPE_A,params_use_center_type_TYPE_B,params_use_center_type_TYPE_C,params_use_checkout_price,params_use_cuisine_Continental,params_use_cuisine_Indian,params_use_cuisine_Italian,params_use_cuisine_Thai,params_use_demand_pct_change_1,params_use_emailer_for_promotion,params_use_emailer_for_promotion_rolling_sum_3,params_use_homepage_featured,params_use_homepage_featured_rolling_sum_3,params_use_is_holiday_week,params_use_lag1_x_emailer,params_use_lag1_x_home,params_use_meal_id,params_use_meal_id_orders_mean,params_use_meal_id_orders_median,params_use_meal_id_orders_std,params_use_num_orders_lag_1,params_use_num_orders_lag_10,params_use_num_orders_lag_2,params_use_num_orders_lag_3,params_use_num_orders_lag_5,params_use_price_diff,params_use_price_diff_x_emailer,params_use_price_diff_x_home,params_use_rolling_mean_10,params_use_rolling_mean_3,params_use_rolling_mean_5,params_use_rolling_std_10,params_use_rolling_std_3,params_use_rolling_std_5,params_use_rolling_volatility_10,params_use_rolling_volatility_5,params_use_seasonal_regime,params_use_weekofyear,params_use_weekofyear_cos,params_use_weekofyear_sin,params_use_weeks_since_emailer_for_promotion,params_use_weeks_since_homepage_featured,params_use_weeks_to_next_holiday,state
98,0.12439512683396203,2025-04-26 01:17:54.781532,2025-04-26 01:17:57.752404,0 days 00:00:02.970872,0.8052417890311272,1,0.9380464911040952,3.3535753408683786,0.982977243142022,0.11465909753192362,9,17,59,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,COMPLETE
99,0.10375377364735923,2025-04-26 01:17:57.767874,2025-04-26 01:18:00.534072,0 days 00:00:02.766198,0.841649364580081,1,0.9797881464511208,2.6871658911289917,1.285672435851153,0.09943282411192214,8,16,47,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,COMPLETE
100,0.12122061540848171,2025-04-26 01:18:00.549592,2025-04-26 01:18:03.907094,0 days 00:00:03.357502,0.7496870022741704,2,0.9581771070290133,1.1636583649420045,0.6201635261781687,0.07804805602689363,10,10,50,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,True,True,COMPLETE
101,0.100435041248287,2025-04-26 01:18:03.923440,2025-04-26 01:18:06.978261,0 days 00:00:03.054821,0.7885906218199821,1,0.9752647210802895,5.688333050961521,0.7252622139390736,0.08276619880483843,8,19,73,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,COMPLETE
102,0.10408297363381815,2025-04-26 01:18:06.995027,2025-04-26 01:18:09.912793,0 days 00:00:02.917766,0.7875477842099611,1,0.9778614871190086,5.888137485373443,0.7426501880659835,0.08425238121590761,7,18,82,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,COMPLETE
103,0.10119500186171658,2025-04-26 01:18:09.928863,2025-04-26 01:18:13.103243,0 days 00:00:03.174380,0.7936991340462944,1,0.9747279950191273,3.722889999850207,1.6048384010868573,0.0694321402326054,8,19,75,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,COMPLETE
104,0.10644833286296218,2025-04-26 01:18:13.198669,2025-04-26 01:18:16.362706,0 days 00:00:03.164037,0.7943166617627865,1,0.9881857903282304,3.617530275588455,3.5880353372156857,0.060417686653238115,8,19,74,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,COMPLETE
105,0.09948011609558445,2025-04-26 01:18:16.378088,2025-04-26 01:18:19.589132,0 days 00:00:03.211044,0.7423546323533505,1,0.9664182859655259,6.75336918823043,1.560031115504799,0.07071284330003347,8,22,85,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,COMPLETE
106,0.09898600743086818,2025-04-26 01:18:19.604506,2025-04-26 01:18:22.913835,0 days 00:00:03.309329,0.7330745009609331,1,0.9749260784908725,4.88997061568639,1.7509922727487985,0.0681327807867408,8,19,86,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,COMPLETE
107,0.10817141172277972,2025-04-26 01:18:22.929990,2025-04-26 01:18:26.381423,0 days 00:00:03.451433,0.7161310132401376,1,0.9672010011491735,6.976238771507547,2.7580873357420765,0.07050557310067414,8,20,88,True,True,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,COMPLETE
108,0.12250485380640898,2025-04-26 01:18:26.397502,2025-04-26 01:18:30.010135,0 days 00:00:03.612633,0.7398370421529223,1,0.9770844148029366,5.67228017751815,1.7391608258462432,0.05217580248938697,8,21,84,False,False,False,True,True,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,COMPLETE
109,0.10082326152765654,2025-04-26 01:18:30.026428,2025-04-26 01:18:33.213745,0 days 00:00:03.187317,0.7385590471097377,1,0.9645347695665829,9.341653357214188,2.2747755028093013,0.06823636068000238,8,23,68,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,COMPLETE
110,0.1003932389686415,2025-04-26 01:18:33.229712,2025-04-26 01:18:36.548309,0 days 00:00:03.318597,0.7434204378519834,1,0.9641925205042091,9.49632509837309,2.0306703504535863,0.06482703306736069,8,23,68,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,COMPLETE
111,0.1029954859159823,2025-04-26 01:18:36.563950,2025-04-26 01:18:39.861932,0 days 00:00:03.297982,0.7377050138220282,1,0.9953509267790766,9.527377733927828,2.2373982230559823,0.06407233072828238,8,22,68,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,COMPLETE
112,0.10828209971552549,2025-04-26 01:18:39.877922,2025-04-26 01:18:43.185148,0 days 00:00:03.307226,0.7165323901920742,1,0.9636595680337918,6.882631902532988,3.4305326846162805,0.05735351610913752,8,24,64,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,COMPLETE
113,0.10252112329590522,2025-04-26 01:18:43.201964,2025-04-26 01:18:46.398270,0 days 00:00:03.196306,0.7440266636979582,1,0.970928459482773,5.222442007286942,4.423421310627439,0.07408022268216581,8,23,61,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,COMPLETE
114,0.09933366761995449,2025-04-26 01:18:46.414533,2025-04-26 01:18:49.625229,0 days 00:00:03.210696,0.7248875593948675,1,0.958328545462204,9.968380622264926,2.531393912790215,0.08299224688561772,8,20,69,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,COMPLETE
115,0.7492758965817413,2025-04-26 01:18:49.640587,2025-04-26 01:18:53.153758,0 days 00:00:03.513171,0.7297112333293383,1,0.984246318398404,9.77654491842067,2.5838360365520616,0.012318278776102838,8,22,84,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,COMPLETE
116,0.11655367496740371,2025-04-26 01:18:53.169276,2025-04-26 01:18:57.152422,0 days 00:00:03.983146,0.71440090315971,1,0.9541257105040912,8.429674580846221,1.907728272424973,0.06742771178566125,7,20,72,False,False,False,True,False,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,COMPLETE
117,0.6819989086925652,2025-04-26 01:18:57.171854,2025-04-26 01:19:00.374564,0 days 00:00:03.202710,0.7590638213411858,1,0.9598911267585458,6.479176059951186,1.3646995081438518,0.08545466888092146,8,23,79,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,False,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,COMPLETE
118,0.09925367793639199,2025-04-26 01:19:00.390491,2025-04-26 01:19:03.696323,0 days 00:00:03.305832,0.7219619964862692,1,0.9687696062548965,4.525893488192794,3.0437208890331036,0.08094663199793628,8,17,70,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
119,0.11006784770595135,2025-04-26 01:19:03.712347,2025-04-26 01:19:07.471981,0 days 00:00:03.759634,0.7213600357111487,1,0.9701022979021171,4.9024704110744235,3.02166354547295,0.060792898986974195,8,17,96,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
120,0.09777511269250368,2025-04-26 01:19:07.487568,2025-04-26 01:19:10.717749,0 days 00:00:03.230181,0.7485198828012131,1,0.993232780435746,8.375349929313847,2.122866572908365,0.08133393894848957,8,21,67,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
121,0.09681826470202375,2025-04-26 01:19:10.733553,2025-04-26 01:19:13.876266,0 days 00:00:03.142713,0.7350980833099013,1,0.9905207408460236,7.7396086381491465,2.1329311700510263,0.09533762569090674,8,21,69,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
122,0.09648200918288889,2025-04-26 01:19:13.891539,2025-04-26 01:19:17.024599,0 days 00:00:03.133060,0.7463203808992737,1,0.9996247315821142,7.661833154384025,4.340434044601201,0.0970659038692428,8,21,70,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
123,0.10085986272477727,2025-04-26 01:19:17.040483,2025-04-26 01:19:20.206959,0 days 00:00:03.166476,0.7486975241470183,1,0.9950265380695243,7.366495561065837,4.354620992305651,0.09653909051125482,8,21,70,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
124,0.10500329197947457,2025-04-26 01:19:20.222594,2025-04-26 01:19:23.176394,0 days 00:00:02.953800,0.7334170640526676,1,0.9863471846247313,4.5696653133518765,7.472795664902234,0.10261700491803624,7,20,67,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
125,0.09587297923018841,2025-04-26 01:19:23.191709,2025-04-26 01:19:26.401203,0 days 00:00:03.209494,0.720484040696447,1,0.9994261538869199,7.957471669140049,3.0230782345374325,0.09367065226935678,8,18,75,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
126,0.10408566754582708,2025-04-26 01:19:26.417040,2025-04-26 01:19:30.009909,0 days 00:00:03.592869,0.7243180779229794,2,0.9998792686989671,7.398157781950048,4.922185530233367,0.09150715486046285,7,18,77,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
127,0.18885067307600986,2025-04-26 01:19:30.025346,2025-04-26 01:19:33.125242,0 days 00:00:03.099896,0.7095900820839689,1,0.9906719287143858,4.586716306007839,3.386409714749161,0.10776648763682868,8,21,81,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,True,True,False,False,True,COMPLETE
128,0.10819004411580435,2025-04-26 01:19:33.141229,2025-04-26 01:19:37.081723,0 days 00:00:03.940494,0.7631198534425128,2,0.9833893577524232,0.03149435991377554,2.595521462336276,0.09512677952932173,8,16,65,True,True,False,True,True,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,False,True,False,False,False,True,True,True,False,True,True,False,False,True,False,True,True,True,False,False,False,True,True,True,False,True,False,False,True,True,False,False,True,COMPLETE
129,0.10844505446649282,2025-04-26 01:19:37.097397,2025-04-26 01:19:40.290806,0 days 00:00:03.193409,0.7084136622169777,1,0.9927713541127027,5.798932506056606,1.6308108521081128,0.08096099973642333,7,17,75,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,True,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
130,0.10023420801420575,2025-04-26 01:19:40.306157,2025-04-26 01:19:43.356322,0 days 00:00:03.050165,0.7337440158917383,1,0.9981371937427984,7.751057856212586,5.7556669097039626,0.10304064432491507,8,19,59,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
131,0.09944660087964381,2025-04-26 01:19:43.371895,2025-04-26 01:19:46.488451,0 days 00:00:03.116556,0.7261351444839919,1,0.9995566742420974,7.6590202641273075,3.6418773819434147,0.08957489295067968,8,20,60,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
132,0.10282719235929377,2025-04-26 01:19:46.503954,2025-04-26 01:19:49.606094,0 days 00:00:03.102140,0.7339360194232868,1,0.9988142930905661,7.769653994276198,5.725999771717543,0.08808498560887933,8,18,58,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
133,0.10062250602126745,2025-04-26 01:19:49.621816,2025-04-26 01:19:52.709045,0 days 00:00:03.087229,0.727680391924649,1,0.9902971374174869,6.642950992801279,3.8246405755810007,0.12453578425512671,8,20,86,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
134,0.09382688918460429,2025-04-26 01:19:52.724547,2025-04-26 01:19:55.902691,0 days 00:00:03.178144,0.7218531693622976,1,0.9816551057591624,5.292816678319563,8.035663954914527,0.10389032332066929,8,22,92,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
135,0.09783703965369832,2025-04-26 01:19:55.918587,2025-04-26 01:19:59.252133,0 days 00:00:03.333546,0.7214693709445567,1,0.9800363028905298,4.19671528888344,3.106877260072855,0.09112592949842677,8,22,89,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
136,0.09668676493716476,2025-04-26 01:19:59.268063,2025-04-26 01:20:02.829222,0 days 00:00:03.561159,0.7225964593184169,7,0.9818431671108289,5.420742771189757,7.0404698635020715,0.09562493665423438,8,22,94,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
137,0.09471433340254641,2025-04-26 01:20:02.845379,2025-04-26 01:20:06.445905,0 days 00:00:03.600526,0.7188737481020172,7,0.9811118773970735,5.523312039573901,8.244153300285106,0.09743999190917588,8,22,93,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
138,0.560634361399472,2025-04-26 01:20:06.461657,2025-04-26 01:20:09.551661,0 days 00:00:03.090004,0.7204233084916045,7,0.9800234521729564,5.089816131052508,8.170855070595724,0.09757939253616536,6,24,93,False,False,False,True,False,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,True,False,True,False,False,True,True,False,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,COMPLETE
139,0.570908215050327,2025-04-26 01:20:09.567626,2025-04-26 01:20:13.174183,0 days 00:00:03.606557,0.7103564757568989,7,0.9867732021467451,4.375901644585169,6.996557460923623,0.11562774555578477,8,25,93,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
140,0.09414421448875983,2025-04-26 01:20:13.190094,2025-04-26 01:20:16.795918,0 days 00:00:03.605824,0.7246035187752633,6,0.9810980111304702,9.924728117553965,4.918456942740949,0.10664757054085218,8,25,100,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
141,0.09489464025946896,2025-04-26 01:20:16.811714,2025-04-26 01:20:20.288410,0 days 00:00:03.476696,0.7001749880417657,6,0.9795947263601839,8.480140598196332,4.7207366639637325,0.11031916232889691,8,21,88,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
142,0.09880569416040942,2025-04-26 01:20:20.303822,2025-04-26 01:20:23.769308,0 days 00:00:03.465486,0.7014540529023849,6,0.9836203694611199,9.612380069054801,8.616491651433126,0.1080752325407698,8,22,100,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
143,0.09726828169323327,2025-04-26 01:20:23.785707,2025-04-26 01:20:27.237302,0 days 00:00:03.451595,0.7016453886890183,6,0.982143240100817,8.382572412875556,9.921839551189732,0.10962305833156856,8,22,98,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
144,0.10052534651557217,2025-04-26 01:20:27.253275,2025-04-26 01:20:30.632236,0 days 00:00:03.378961,0.7007236661314672,6,0.9815287981443443,8.56970762161799,8.963642020532884,0.13249108988046068,8,25,99,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
145,0.10202686136966034,2025-04-26 01:20:30.648265,2025-04-26 01:20:33.855054,0 days 00:00:03.206789,0.7050452840311331,6,0.9919770057577917,5.768905625094929,5.098879571830037,0.11202495768528618,7,22,90,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
146,0.09936118841841905,2025-04-26 01:20:33.871087,2025-04-26 01:20:37.352082,0 days 00:00:03.480995,0.7046270240496125,6,0.9755383474156203,6.106722491567176,8.598525586876866,0.12028202493633931,8,21,101,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
147,0.09414958899009095,2025-04-26 01:20:37.367606,2025-04-26 01:20:40.829788,0 days 00:00:03.462182,0.7140902481495902,7,0.9828024071798372,8.356426589769121,9.928518436842975,0.10554866482701757,8,22,97,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
148,0.13412782917113464,2025-04-26 01:20:40.845342,2025-04-26 01:20:44.315841,0 days 00:00:03.470499,0.7142438234081003,7,0.9843813408333766,8.365088121782541,9.722875402994173,0.10438525581755932,8,22,98,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
149,0.10263234926727273,2025-04-26 01:20:44.331482,2025-04-26 01:20:47.700276,0 days 00:00:03.368794,0.7130884053494272,6,0.9794706932181201,9.722884307329833,7.005248189813949,0.14807487347416212,8,24,91,False,False,False,True,False,True,True,True,False,True,False,True,True,False,False,False,False,True,True,True,True,True,False,True,False,True,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,True,True,True,False,False,True,COMPLETE
150,0.09495347377021629,2025-04-26 01:20:47.716269,2025-04-26 01:20:51.082909,0 days 00:00:03.366640,0.706986886931805,7,0.9911490136227433,6.488827186195751,6.096052074297591,0.12931016990155092,8,23,96,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
151,0.09907391999515093,2025-04-26 01:20:51.098748,2025-04-26 01:20:54.471584,0 days 00:00:03.372836,0.701431414759332,7,0.990362703945504,6.73322341400016,6.110678257191423,0.1302803636477657,8,26,95,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
152,0.09477006504434432,2025-04-26 01:20:54.487580,2025-04-26 01:20:57.936511,0 days 00:00:03.448931,0.7200153829959286,7,0.9848344941680356,8.413311340676799,7.747708605367708,0.10994356752776098,8,23,100,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
153,0.09585015446309418,2025-04-26 01:20:57.952592,2025-04-26 01:21:01.424855,0 days 00:00:03.472263,0.7167582576970624,7,0.9858509310751999,7.943725654824028,7.807261649285724,0.11078055421303676,8,23,102,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
154,0.09620476307693476,2025-04-26 01:21:01.440572,2025-04-26 01:21:04.868295,0 days 00:00:03.427723,0.7217236934474575,7,0.9918094868860008,7.846286581072063,4.753389116607789,0.12193836518293398,8,23,103,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
155,0.10450622066600816,2025-04-26 01:21:04.883889,2025-04-26 01:21:08.116312,0 days 00:00:03.232423,0.7175967786371796,7,0.9922170402844191,7.942122690277298,4.838323521565992,0.19438759722349666,8,23,103,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,True,COMPLETE
