number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_bagging_freq,params_feature_fraction,params_lambda_l1,params_lambda_l2,params_learning_rate,params_max_depth,params_min_child_samples,params_num_leaves,params_use_base_price,params_use_category_Beverages,params_use_category_Extras,params_use_category_Pasta,params_use_category_Pizza,params_use_category_Rice Bowl,params_use_category_Salad,params_use_category_Sandwich,params_use_center_id,params_use_center_id_orders_mean,params_use_center_id_orders_median,params_use_center_id_orders_std,params_use_center_type_TYPE_A,params_use_center_type_TYPE_B,params_use_center_type_TYPE_C,params_use_checkout_price,params_use_cuisine_Continental,params_use_cuisine_Indian,params_use_cuisine_Italian,params_use_cuisine_Thai,params_use_demand_pct_change_1,params_use_emailer_for_promotion,params_use_emailer_for_promotion_rolling_sum_3,params_use_homepage_featured,params_use_homepage_featured_rolling_sum_3,params_use_is_holiday_week,params_use_lag1_x_emailer,params_use_lag1_x_home,params_use_meal_id,params_use_meal_id_orders_mean,params_use_meal_id_orders_median,params_use_meal_id_orders_std,params_use_num_orders_lag_1,params_use_num_orders_lag_10,params_use_num_orders_lag_2,params_use_num_orders_lag_3,params_use_num_orders_lag_5,params_use_price_diff,params_use_price_diff_x_emailer,params_use_price_diff_x_home,params_use_rolling_mean_10,params_use_rolling_mean_3,params_use_rolling_mean_5,params_use_rolling_std_10,params_use_rolling_std_3,params_use_rolling_std_5,params_use_rolling_volatility_10,params_use_rolling_volatility_5,params_use_seasonal_regime,params_use_weekofyear,params_use_weekofyear_cos,params_use_weekofyear_sin,params_use_weeks_since_emailer_for_promotion,params_use_weeks_since_homepage_featured,params_use_weeks_to_next_holiday,state
410,0.11078699399068653,2025-04-26 01:38:24.053978,2025-04-26 01:38:28.747219,0 days 00:00:04.693241,0.7638954293368443,4,0.9370732596616879,0.0169345017815953,1.372221184035988,0.05846984379292069,9,22,109,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,False,True,True,True,True,False,True,True,False,False,COMPLETE
411,0.09442887618377298,2025-04-26 01:38:28.762918,2025-04-26 01:38:33.056625,0 days 00:00:04.293707,0.7761343137923705,4,0.9282251720162421,0.014969054845132982,0.004541091795792567,0.08237670013297876,9,18,111,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,COMPLETE
412,0.39910499257502047,2025-04-26 01:38:33.072063,2025-04-26 01:38:37.794524,0 days 00:00:04.722461,0.7542104707037501,4,0.9450190903171093,0.0075002806434110985,2.8153937303840584,0.02360014953335659,9,21,114,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,COMPLETE
413,0.09527895015620809,2025-04-26 01:38:37.810162,2025-04-26 01:38:42.125673,0 days 00:00:04.315511,0.7345192038383124,4,0.9579498409812555,0.0077979061308760455,2.439501280914437,0.07836003544596964,9,22,116,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,COMPLETE
414,0.12530924191509904,2025-04-26 01:38:42.141789,2025-04-26 01:38:46.642804,0 days 00:00:04.501015,0.7603047155449372,4,0.932975572030046,0.0011263211124482593,2.0805580406810757,0.07067672208768254,9,19,112,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,COMPLETE
415,0.8075718594859644,2025-04-26 01:38:46.658696,2025-04-26 01:38:51.472670,0 days 00:00:04.813974,0.7815964558347197,4,0.9397907336953096,0.02135833947114835,3.1594263532530453,0.010770308113982828,9,20,121,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,COMPLETE
416,0.11548279692984376,2025-04-26 01:38:51.488217,2025-04-26 01:38:57.187281,0 days 00:00:05.699064,0.770527305652124,4,0.9513778472542367,0.040200021867221096,3.7792307342981943,0.05056398314622848,10,23,115,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,COMPLETE
417,0.23330266118086687,2025-04-26 01:38:57.203714,2025-04-26 01:39:02.303430,0 days 00:00:05.099716,0.7498963954173197,4,0.9460924173281151,0.032169926057460246,1.7433500971912272,0.03248392259511264,9,21,125,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,COMPLETE
418,0.10025400791461259,2025-04-26 01:39:02.318857,2025-04-26 01:39:06.828388,0 days 00:00:04.509531,0.7425890472390738,4,0.952784706339129,0.017999269500591022,2.7677487674034897,0.08589598718250523,9,22,117,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,COMPLETE
419,0.09509470382038411,2025-04-26 01:39:06.843888,2025-04-26 01:39:11.199064,0 days 00:00:04.355176,0.7650013895640785,4,0.9247257792585171,0.010992466940985199,2.386961984568928,0.07657636053306068,9,20,111,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,True,COMPLETE
420,0.10446363409382735,2025-04-26 01:39:11.214737,2025-04-26 01:39:15.934089,0 days 00:00:04.719352,0.8984459992872321,4,0.9395514885233138,0.021803396997106202,3.1540435561601847,0.06335227727446276,9,21,108,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,COMPLETE
421,0.10714429648877005,2025-04-26 01:39:15.949425,2025-04-26 01:39:20.579356,0 days 00:00:04.629931,0.7592651172330405,4,0.9301938529568383,0.03002112428636066,4.243103487776249,0.07213928711270395,9,18,121,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,COMPLETE
422,0.2556633627470796,2025-04-26 01:39:20.594793,2025-04-26 01:39:23.371070,0 days 00:00:02.776277,0.7555014993504389,4,0.9576557127872215,0.024104220959743003,3.5611972242620586,0.08006865548983272,4,22,113,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,COMPLETE
423,0.10394540827281222,2025-04-26 01:39:23.386479,2025-04-26 01:39:27.935937,0 days 00:00:04.549458,0.7751030204944147,4,0.9437348282276228,0.006579158074886523,2.0640464231078295,0.06930042383823982,9,20,118,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,COMPLETE
424,0.09387135470931122,2025-04-26 01:39:27.951670,2025-04-26 01:39:32.381751,0 days 00:00:04.430081,0.7679389679911562,4,0.9352174803403585,0.012945960215027325,2.8580805349459233,0.07610271572037404,9,19,123,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,COMPLETE
425,0.5902117643205488,2025-04-26 01:39:32.397444,2025-04-26 01:39:36.478341,0 days 00:00:04.080897,0.745911136470082,4,0.9497313746748254,0.019243207732981268,2.400493141493511,0.08554951854839439,9,23,115,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,False,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,COMPLETE
426,0.10707180153736107,2025-04-26 01:39:36.493961,2025-04-26 01:39:40.927940,0 days 00:00:04.433979,0.7519360387227788,4,0.9421024941955661,0.03909391077135009,3.9817307156853343,0.08236544336175644,9,21,120,True,True,False,True,True,True,True,False,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,COMPLETE
427,0.09764369338079948,2025-04-26 01:39:40.943727,2025-04-26 01:39:45.493517,0 days 00:00:04.549790,0.7374504649517286,4,0.9485565240850424,0.029179557951649202,3.145293081152035,0.06635285369679898,9,23,111,True,True,False,True,True,True,True,True,False,True,False,True,False,True,False,False,False,True,True,True,True,False,False,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,True,COMPLETE
428,0.10283811097606571,2025-04-26 01:39:45.508917,2025-04-26 01:39:50.292674,0 days 00:00:04.783757,0.8035417599006031,4,0.9590284896119307,0.5757566005375995,2.6850990042211667,0.07293462982078087,9,19,117,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,True,False,False,True,False,True,True,False,True,True,True,True,False,True,False,True,True,False,True,True,False,False,True,True,True,False,False,True,True,False,True,COMPLETE
429,0.09177424488968926,2025-04-26 01:39:50.307858,2025-04-26 01:39:54.738060,0 days 00:00:04.430202,0.7625949814428491,4,0.9357300634547098,0.025796677200616153,1.8429353748704063,0.07836894502277836,9,20,128,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,False,COMPLETE
430,0.10865121246797883,2025-04-26 01:39:54.753307,2025-04-26 01:39:59.299155,0 days 00:00:04.545848,0.7645714279827,4,0.9183243478501879,0.0347722953588128,1.4763016462004992,0.08019579541455822,9,22,126,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,True,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
431,0.09584339073937198,2025-04-26 01:39:59.314978,2025-04-26 01:40:03.739403,0 days 00:00:04.424425,0.7722264735365381,4,0.9534887042428094,0.01542096454741176,1.1855890967941023,0.0871338027477422,9,21,127,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,COMPLETE
432,0.1571898489443477,2025-04-26 01:40:03.755770,2025-04-26 01:40:08.596550,0 days 00:00:04.840780,0.7604671666113239,4,0.7290227592990786,0.05276210708324939,1.6745254978534323,0.07757889585323224,9,23,125,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,True,True,False,False,True,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,COMPLETE
433,0.09267869291471603,2025-04-26 01:40:08.611697,2025-04-26 01:40:13.028417,0 days 00:00:04.416720,0.7805096842072283,4,0.9443998563305664,0.028890270793448965,1.917374749618192,0.08225260627711568,9,20,128,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,COMPLETE
434,0.09975629344994007,2025-04-26 01:40:13.043873,2025-04-26 01:40:17.655753,0 days 00:00:04.611880,0.7876164347279133,4,0.9277177980474529,0.030071506570319807,2.062036551208113,0.08628893844499508,10,18,123,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
435,0.09171649421726596,2025-04-26 01:40:17.671720,2025-04-26 01:40:22.123537,0 days 00:00:04.451817,0.7859948874456412,4,0.9338560661925441,0.036100462672415526,3.7114679091257425,0.08211296253688277,9,19,127,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
436,0.10579954502148352,2025-04-26 01:40:22.138950,2025-04-26 01:40:26.824716,0 days 00:00:04.685766,0.7790344074378913,4,0.9339903280007475,0.047073336222386644,4.3786686949333085,0.07987622773957428,9,16,127,True,True,False,True,True,True,True,True,False,True,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,COMPLETE
437,0.09922924176253532,2025-04-26 01:40:26.839941,2025-04-26 01:40:31.467414,0 days 00:00:04.627473,0.7845335353216304,4,0.9266616805988044,0.042435789134716725,3.3549694708010165,0.0764993006038956,9,17,125,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
438,0.1011905767214284,2025-04-26 01:40:31.482997,2025-04-26 01:40:36.088717,0 days 00:00:04.605720,0.7750022557189427,4,0.9083892141121809,0.037346886240920134,4.366561040496446,0.08718619636048101,9,19,128,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
439,0.09064750980215396,2025-04-26 01:40:36.104370,2025-04-26 01:40:40.522363,0 days 00:00:04.417993,0.7658496683102693,4,0.9367727634209777,0.03520639792581884,3.6156038712306566,0.08271656329588295,9,19,128,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
440,0.09762596420375108,2025-04-26 01:40:40.537551,2025-04-26 01:40:45.105269,0 days 00:00:04.567718,0.7934164512845472,4,0.9328479490802223,0.05848383431077198,3.768849738964386,0.0875677794684632,9,18,126,True,True,True,True,True,True,True,True,False,True,True,True,False,False,False,True,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
441,0.13172195152421798,2025-04-26 01:40:45.120709,2025-04-26 01:40:48.525616,0 days 00:00:03.404907,0.7675219692353146,4,0.9201184084925254,0.03800431083889128,4.707299258709807,0.08133968544365634,6,17,128,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
442,0.09260939264043666,2025-04-26 01:40:48.541044,2025-04-26 01:40:52.973340,0 days 00:00:04.432296,0.7619209876824834,4,0.9373553635270759,0.03532250571065975,3.7118051725549073,0.08327222543367879,9,18,125,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
443,0.0990025366934351,2025-04-26 01:40:52.988579,2025-04-26 01:40:57.575907,0 days 00:00:04.587328,0.7731528901411284,4,0.9299204684970179,0.04798829953542104,3.0045542170132684,0.07836069268033057,9,19,123,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,COMPLETE
444,0.5598889054942627,2025-04-26 01:40:57.591134,2025-04-26 01:41:01.785542,0 days 00:00:04.194408,0.7886431380772524,4,0.9393688882895581,0.02522316412533888,2.411385163791298,0.08791246930082686,9,20,128,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,True,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
445,0.5567774474971358,2025-04-26 01:41:01.800947,2025-04-26 01:41:06.731456,0 days 00:00:04.930509,0.756184770170384,4,0.9333533433219416,0.010101476187941733,4.513666271480778,0.01760938713086259,9,19,128,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
446,0.09996110983851737,2025-04-26 01:41:06.747618,2025-04-26 01:41:11.240723,0 days 00:00:04.493105,0.7658430677441761,4,0.9145033070599516,0.03270627703862217,3.5287639311573087,0.08394782123617749,9,21,125,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
447,0.3037140729987981,2025-04-26 01:41:11.256429,2025-04-26 01:41:16.245646,0 days 00:00:04.989217,0.9295687409838822,4,0.9240701675284697,0.0243704753789474,2.8741065072203855,0.07638424902971824,9,20,123,True,True,False,True,True,True,True,True,False,True,True,True,False,True,False,True,False,False,True,True,True,False,True,True,True,False,False,True,True,True,True,False,False,True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
448,0.09856440942725099,2025-04-26 01:41:16.261415,2025-04-26 01:41:20.836693,0 days 00:00:04.575278,0.7711047531825134,4,0.9405541594256377,0.008048161638523059,3.840635235712867,0.08148379219860523,9,21,126,True,True,False,True,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,False,True,False,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,COMPLETE
449,0.12327139518401425,2025-04-26 01:41:20.852354,2025-04-26 01:41:25.572585,0 days 00:00:04.720231,0.8138980083826255,4,0.8229266539534685,0.02815546064615836,2.36198283191882,0.07688903349697243,9,19,108,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,True,False,False,True,False,False,False,COMPLETE
450,0.10376164985187276,2025-04-26 01:41:25.588016,2025-04-26 01:41:30.120009,0 days 00:00:04.531993,0.7798285969956884,4,0.9473846264998669,0.021697108003806084,2.9830174544281167,0.08799587597436,9,20,122,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,True,True,False,True,True,True,False,False,True,False,True,True,False,True,True,True,True,False,True,False,True,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
451,0.11055364549680975,2025-04-26 01:41:30.135803,2025-04-26 01:41:34.773299,0 days 00:00:04.637496,0.7600055117373852,4,0.9361869483895953,0.04201782808667241,3.39772975165173,0.0731284331308882,9,23,124,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,True,True,True,False,False,True,True,False,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
452,0.10328417825621859,2025-04-26 01:41:34.788500,2025-04-26 01:41:39.171239,0 days 00:00:04.382739,0.7968880657034424,4,0.9464369921308384,0.012970383473149938,4.43394430203902,0.08126959022523847,9,22,109,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
453,0.11845433634875129,2025-04-26 01:41:39.186980,2025-04-26 01:41:42.736799,0 days 00:00:03.549819,0.7645737388708702,4,0.9288208826795354,0.0178667735102821,2.6492776669858675,0.08826245791505699,9,21,39,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
454,0.0985686754759154,2025-04-26 01:41:42.752497,2025-04-26 01:41:47.322680,0 days 00:00:04.570183,0.7579097964089281,4,0.941182365864771,0.03439838745220635,2.168448981600252,0.07702637616802424,9,18,121,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,COMPLETE
455,0.1405774121137471,2025-04-26 01:41:47.338085,2025-04-26 01:41:50.505912,0 days 00:00:03.167827,0.7756653777772674,4,0.9504709351462093,0.02606000917324665,3.8453814601396683,0.08240448378749984,10,20,26,True,True,False,True,True,True,True,True,False,True,True,False,False,False,False,True,False,False,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,COMPLETE
456,0.0999824770957242,2025-04-26 01:41:50.521595,2025-04-26 01:41:55.223006,0 days 00:00:04.701411,0.7687610544652401,4,0.9360025663662975,0.021823320062064736,3.0007104570000647,0.07187221405493363,9,16,128,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
457,0.10197193700759412,2025-04-26 01:41:55.238560,2025-04-26 01:41:59.855371,0 days 00:00:04.616811,0.7547453552606505,4,0.9431828670104397,0.03046350308137786,0.029128855027452997,0.07518630170127488,9,23,120,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
458,0.09461610467993681,2025-04-26 01:41:59.871483,2025-04-26 01:42:04.043629,0 days 00:00:04.172146,0.7621210663389197,4,0.950741100506791,0.014386101922747254,2.505309435041154,0.0848166835634107,9,19,107,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
459,0.10178748651114476,2025-04-26 01:42:04.059097,2025-04-26 01:42:08.421453,0 days 00:00:04.362356,0.7522663661435725,4,0.9309313092246679,0.018036038628904016,4.448719746910787,0.07963899259398678,9,22,110,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
460,0.13893874568869655,2025-04-26 01:42:08.437528,2025-04-26 01:42:13.247719,0 days 00:00:04.810191,0.7709314304912934,4,0.9400719582254111,0.042532881333161625,3.2981210210351666,0.0436121603452367,9,17,125,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
461,0.09467366129566074,2025-04-26 01:42:13.263312,2025-04-26 01:42:17.754637,0 days 00:00:04.491325,0.7833790255316613,4,0.9457660645286734,0.004251922190033497,2.264587525418229,0.06970179529286662,9,21,113,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,COMPLETE
462,0.10794953830460137,2025-04-26 01:42:17.770650,2025-04-26 01:42:22.315033,0 days 00:00:04.544383,0.763847359853046,4,0.9235624803442299,0.008864205601906979,3.777081737564275,0.09011418504123128,9,19,123,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,True,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,COMPLETE
463,0.09129343623716653,2025-04-26 01:42:22.330375,2025-04-26 01:42:26.786856,0 days 00:00:04.456481,0.7570032863917122,4,0.9604476130372662,0.005877521889998748,2.9295334373819086,0.07480878540008129,9,22,120,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,COMPLETE
464,0.5587497872131895,2025-04-26 01:42:26.803500,2025-04-26 01:42:30.972606,0 days 00:00:04.169106,0.7475258132143957,4,0.9590916289744789,0.0061518111912908634,0.011382808106611955,0.07391305084511583,9,21,121,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,True,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,COMPLETE
465,0.10555873119970649,2025-04-26 01:42:30.988904,2025-04-26 01:42:35.671394,0 days 00:00:04.682490,0.7563056766830075,4,0.9325918106252156,0.0052039419346152785,2.670234561799634,0.06947028791982097,9,20,126,True,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,COMPLETE
466,0.10257643901250585,2025-04-26 01:42:35.686871,2025-04-26 01:42:40.554516,0 days 00:00:04.867645,0.7525065309852292,4,0.9384948234262923,0.004602750599715411,0.15864950812008274,0.07752164416544999,9,22,123,True,True,False,True,True,True,True,True,True,True,False,True,False,True,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,True,True,True,False,True,False,True,True,True,False,False,False,True,False,False,True,COMPLETE
467,0.3943175509328926,2025-04-26 01:42:40.570519,2025-04-26 01:42:44.944229,0 days 00:00:04.373710,0.7591511531034973,4,0.9472753841133235,0.0016648045156366365,2.004280229156816,0.07328568498327075,9,19,107,True,True,False,True,True,True,True,True,True,True,False,True,False,False,False,False,False,True,True,True,True,False,True,False,True,False,False,True,False,True,True,False,False,True,True,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,True,COMPLETE
