center_id,meal_id,checkout_price,base_price,homepage_featured,emailer_for_promotion,discount,discount_pct,price_diff,checkout_price_lag_1,op_area,city_code,region_code,weekofyear_sin,weekofyear_cos,num_orders_lag_1,num_orders_lag_2,num_orders_lag_3,ewma_3,ewma_5,rolling_mean_3,rolling_mean_5,rolling_std_3,rolling_std_5,emailer_for_promotion_rolling_sum_3,homepage_featured_rolling_sum_3
-0.01330799040076994,-0.22602218974632074,0.17733671665100645,-0.07651686022151676,-0.03406865823321902,-0.05445810523927268,0.03791736707861278,0.03179705893711152,-0.01493580786844295,-0.0003770394077826782,0.24810021534395496,0.052025104355429216,0.009551080873348432,0.03897638985993461,0.05941127426413917,-0.2234347664260912,0.05252221917437491,0.014987731386103683,0.07152283654695275,0.23509934197698898,-0.12289961766437048,-0.14896038538391482,-0.07165671528130553,0.030488431810809697,-0.0010495213544619855,0.024033117420729073
-0.00482800539424743,0.04893615609954934,0.05080520588958878,0.014885574903042445,-0.02821740982422991,-0.032264698515236036,-0.011287171047952689,-0.02444768596111775,-0.0030180084042650203,0.01684774997004538,-0.006226096074636235,0.005581099650929957,-0.011397523616285866,0.01611995022781838,0.04019958238693576,0.02035125102031492,-0.010466053877320804,-0.005939642726193377,0.18649300955196815,0.4701105921525264,-0.017676080161333946,0.13183032067137443,0.000570739485899702,-0.01976492099507977,0.01009341000590175,0.021867739006334732
-0.007668788920232416,-0.04805190308230804,-0.020674875217718016,0.011308114169900813,-0.023801966528789693,-0.03117461379647327,-0.012948389777933137,-0.013184115868692049,0.035107212331868726,-0.01153746687597805,-0.013042425685965552,-0.0029736955385009324,-0.006816814297598229,-0.006686159970387842,0.014331807196893679,-0.06064390361663905,0.005125798981053179,0.0033528839501673143,-0.09567097716126989,0.09481142749315302,-0.045412724836526,-0.05103778282534359,-0.007757087610316256,0.007886630532977215,-0.019262676655629765,0.013638343344583964
-0.017079903713504475,-0.09981862974920043,-0.08420003727092233,-0.046006710733527426,-0.019953930023764898,-0.039514586396400084,-0.009291645584621777,-0.03463753465215039,-0.03672974163243845,-0.01384900328013864,-0.0627741846167206,-0.0013037743078888463,-0.013347178784710518,0.002545626692741461,-0.0010011194551898227,-0.10991972906714341,0.018239306418562213,0.00804199649658302,-0.16414307111399234,-1.234240988989242,-0.013645455144135933,-0.21511958784441276,-0.0038752324674932647,0.007713589332924226,0.0032992987287037622,0.01149264776940457
-0.027801860910787766,-0.017590034883130833,0.13171163710765824,0.04358767434844834,-0.024003379098155506,-0.03498170004649796,-0.012549943118474523,-0.028380813238416982,-0.015773110776153985,0.0011225249317418332,-0.007614704006863367,0.0007598555567181035,-0.006207495451987087,-0.025667857688755985,-0.0334523188427657,-0.09146062392965887,0.012030789833261644,-0.008150361268701865,-0.1357085035502015,-0.38174754897342666,-0.016847842658108046,-0.11632906356012086,0.0008321878420033863,0.018369424934172547,0.005509607659021111,0.011855936472310195
-0.03474241102205958,-0.013001599840384778,0.07618494453478483,0.03207621382336203,-0.022710714914804506,-0.03471638055037993,-0.012368056298020024,-0.028934652682776302,-0.03361492683384263,-0.011516710302482441,-0.01119832032900827,-0.008780524962635382,-0.015878221186141444,0.011331056505090644,-0.02375488794523452,-0.06955121989060785,0.01611891324161239,-0.010071888752222494,-0.2158579405598487,-0.717171264277219,-0.025284968536531456,-0.14877173422443182,-0.0024167413141649354,0.03854697544763283,0.006991438764613357,0.015675328959262574
-0.06675864642194151,0.18693599431669805,-0.25723175415483457,-0.10412781735512422,0.13818594628338343,-0.030489687367771995,-0.02457484753996325,-0.05764642788086738,-0.01722514374880567,-0.05193685711070644,0.07561691238680579,-0.019248763410516536,0.006028325794431521,0.01375163495240379,0.002273379424129625,-0.25826826988321056,-0.011049594004191308,0.005705093479746066,0.12848576580144203,0.48620250950387883,-0.012763818509839084,0.10790290586576896,0.011116817523059633,-0.08941518337941344,-0.032001670082728924,-0.02575448678543557
0.003841401386981279,-0.019306198039661555,0.1357830822539096,0.042372381564152274,-0.0265533729731114,-0.030847688548428828,-0.005912478277194463,-0.021588013054701316,0.05001765065056583,-0.01084089439424212,0.03720675025661805,0.006842853631796197,0.01858601591877291,0.049023700961524905,0.006634443168446556,0.03991684276859112,-0.010255593206797588,-0.0017434552531720732,0.23742707944194189,0.6099872865093277,-0.017490034986176156,0.14859265012777756,0.01458192835119998,-0.02354013384400073,0.011051309884696844,0.019752165809957964
0.001103821688308193,0.046816548211164315,0.02337499786085617,0.02589382019954006,-0.027058435909851204,-0.03429882927004531,-0.013116975866089606,-0.017102517952251272,-0.00737545698059488,0.0008419867927352395,0.01530048810567423,-0.0016049387801468182,-0.007300497887663024,-0.11571235216133309,-0.06932869721432376,0.007086793503684199,-0.027640917116758833,-0.0015029343933252637,0.1724746695375809,0.4116400342513518,-0.02502610399917024,0.043266861401533296,0.00199333621245456,-0.009733428896941622,0.01969124036666876,0.016883784048674858
-0.04248163180595271,-0.11162763228631438,0.052729068915685746,0.00914484856464422,-0.022770085628427278,-0.037722448045502344,-0.015114933722322595,-0.037164999029062576,-0.03165618518791328,-0.0025209422238446464,0.13008962678958236,-0.007061986783718473,-0.001565160240508587,-0.0069370285351248295,-0.02158796804491179,-0.08379945187829337,0.007495916184007426,0.0011014652445772283,-0.2252670498866166,-0.828870479495141,-0.015376493535136076,-0.17736179438292834,-0.03775242799704551,0.017651144323253688,0.0049388981495801934,0.008653045649059377
