feature,mean_abs_shap
ewma_3,0.30070489066828887
ewma_5,0.25278115852957384
ewma_10,0.13644424720962722
rolling_mean_10,0.09054305717203111
num_orders_lag_1,0.08822634275273857
checkout_price,0.07275469972317689
emailer_for_promotion,0.07103818166401735
discount_pct,0.048532218297619646
price_diff,0.0481863314170735
homepage_featured,0.04497591937182673
cuisine_Indian,0.034260082187552006
op_area,0.033810222183440965
weekofyear,0.03010612773216511
base_price,0.024253597090796317
discount,0.024239349408312703
homepage_featured_rolling_sum_3,0.023934160607725415
rolling_std_10,0.023597469302997345
category_Rice Bowl,0.02314959222039714
rolling_mean_5,0.022470393978176566
num_orders_lag_10,0.021478658263902578
week,0.01985570312382237
meal_id,0.0179261299395967
rolling_mean_3,0.01718960288979636
emailer_for_promotion_rolling_sum_3,0.01374081478798705
center_id,0.012651267908884994
rolling_std_5,0.012602564594421144
category_Beverages,0.012292555712394954
center_type_TYPE_C,0.01227638556301551
category_Pasta,0.01208238530893657
cuisine_Continental,0.011668062761613328
category_Biryani,0.009486083585109235
region_code,0.009212219570515871
checkout_price_lag_1,0.008973604707738054
cuisine_Italian,0.008747598576884908
category_Salad,0.00769537919544966
num_orders_lag_2,0.007683033275507765
category_Pizza,0.007644209206037286
num_orders_lag_5,0.006969270877909885
cuisine_Thai,0.005861469894377557
category_Sandwich,0.0055268424966527655
center_type_TYPE_B,0.005071272719786479
city_code,0.004801032177320844
category_Soup,0.004785887719418241
category_Seafood,0.004223436743821604
month,0.0038391219445942444
num_orders_lag_3,0.0036730329516257714
rolling_std_3,0.003023097085600496
category_Other Snacks,0.003013584126802653
category_Desert,0.0025390474449206997
category_Extras,0.0023143116220057038
center_type_TYPE_A,0.0008882625097575316
category_Starters,0.0006984607921360683
category_Fish,0.0005081885619847934
