feature,mean_abs_shap
ewma_5,0.4799562090571259
ewma_3,0.15466463284343365
rolling_mean_5,0.11455402399531232
num_orders_lag_1,0.0837315594807669
checkout_price,0.07490243703943758
emailer_for_promotion,0.0728210417349117
meal_id,0.0652793668375498
price_diff,0.05780475526735989
op_area,0.05386457066693956
discount_pct,0.047438296093090526
homepage_featured,0.04375578545868089
base_price,0.03807331984792803
rolling_std_5,0.02805333118060958
rolling_mean_3,0.02798125153575491
homepage_featured_rolling_sum_3,0.027339914277242437
weekofyear_sin,0.025646485118086655
center_id,0.0229458919215233
discount,0.021753361071916968
weekofyear_cos,0.021199108138488142
emailer_for_promotion_rolling_sum_3,0.01794631202472737
num_orders_lag_2,0.01680105973414066
checkout_price_lag_1,0.01509575231066074
region_code,0.014819559999819354
city_code,0.009631953431441707
num_orders_lag_3,0.00778923310372534
rolling_std_3,0.0067130208622976145
