num_orders_lag_1,rolling_mean_10,emailer_for_promotion,homepage_featured,price_diff
8.262359172658366,-38.88070249070096,-19.10510720314377,-14.561085981356852,0.3543793950217491
18.499896100030966,12.913579377972349,-14.606172721851085,-9.724069791186956,-4.085948466022283
-45.52742791651213,-47.57257695547724,-12.250027039824365,-8.159253804795705,-6.8579141317972026
-114.99200855127489,-100.13932523265461,-10.815410387365123,-6.489297831607354,-2.8781433619083896
-90.44222711784296,-75.68939643271632,-11.7275241427601,-6.478005285004122,-3.8089196166805253
-114.32762973443462,-90.02822572997248,-10.786007892280233,-6.3967459560746285,-3.047005736396201
-142.35191209123053,154.37092174529934,-30.51023181011896,64.60701397281923,-21.174710816368066
96.74750709269847,125.27764625582024,-24.429833340914293,-13.305578366848621,8.081681685525316
20.233833357728308,6.078062448881206,-14.836450770102976,-9.904808541668675,-4.267498924456094
-113.25920922983181,-94.8926534766266,-10.78465623371784,-6.38128766101109,-2.6184800040253067
-43.136918948845455,-43.21731420416636,-12.498174212513677,-8.104928956199327,-46.692693058617415
-104.86237500273427,-10.018865978666476,-14.0232127207542,-8.394025956946317,-5.1792839854086274
-57.65895379080791,-25.307709339388115,-12.454690380036926,-8.348139552486604,-3.204269702148928
-100.52301847056312,-57.77398659561046,-11.85112788997407,-6.944115481864019,-4.183751729630139
-64.78870208864346,-16.372492250424965,-12.85421901733918,-8.157187834846646,-3.690234802276585
-55.95944758469251,-33.63181598823983,-12.007950095258613,-8.115411862699988,-3.0421459900315484
-5.961501986714238,57.913998463242336,-16.945003287093197,-9.855125847580878,-45.37202417539775
-26.24659179552826,-15.781377522858834,-13.536442391241163,-8.823646518937114,-3.2156639038233816
-16.480480722456246,-102.23387835890375,-13.813973041938056,39.14997039846882,-11.121585752111748
-78.00269813696903,-43.171793460719805,-12.209286190900862,-7.701498174293675,-3.9090278007049912
-109.62817450849406,-97.93809289332653,-10.853223703289254,-6.47678403585307,-3.1649412603455582
-113.33832349597263,-96.95003727760579,-10.82066228947488,-6.436615530083684,-2.6077488928431385
-89.28723809709248,-61.631450059649495,-11.839659888613264,-6.929449733582922,-4.238621747104693
-112.3971763829882,-64.94665409819467,-11.869619657392848,-6.782156248193912,-4.009946096607073
-103.58426855413151,-99.47356176156846,-11.058395907324384,-7.414148793066341,6.563275959342852
-95.57428526048177,-144.61483502568072,164.96915799932813,74.49254628528895,64.2909444434298
52.43091838824003,172.02721548840464,-24.116156168164835,-13.703268313201452,-8.15976165544728
180.96145589287968,6.138851151295148,-20.293884653758365,-11.757568146394823,-0.3890257070450002
-7.817540216730812,-107.87000875916598,-14.684248259160977,46.44890022822109,3.4921826831687675
