feature,mean_abs_shap
num_orders_lag_1,99.72120255795947
rolling_mean_3,38.94095486036188
rolling_mean_10,30.038530941406574
rolling_mean_5,28.007453359445513
price_diff_x_emailer,23.05995628332555
checkout_price,12.3218503578611
lag1_x_home,11.77894074518766
price_diff,11.596159091617997
emailer_for_promotion,10.136842243903537
lag1_x_emailer,9.398996673054885
homepage_featured_rolling_sum_3,9.134106799260287
discount_pct,8.439860511354393
num_orders_lag_10,7.318272035367904
weekofyear,6.717785659868991
price_diff_x_home,6.681278425221089
category_Sandwich,4.844593851858356
homepage_featured,4.721965564988014
category_Rice Bowl,4.2872385422039105
discount,3.686452593284174
base_price,3.485258764425979
num_orders_lag_5,3.4566450025753523
num_orders_lag_2,3.433168960376827
center_id,3.244883224129721
rolling_std_10,3.174956961703722
num_orders_lag_3,2.6142995505529623
cuisine_Italian,2.542040786479644
rolling_std_5,2.096390783406461
meal_id,2.066341681889072
cuisine_Indian,1.9107496175047047
category_Salad,1.188506749046002
rolling_std_3,1.1088889927724384
center_type_TYPE_B,0.996981668197744
cuisine_Continental,0.7551288613229211
center_type_TYPE_C,0.7255253866887283
category_Pasta,0.6072901843162881
category_Pizza,0.5975093406175571
cuisine_Thai,0.5058995026871378
category_Beverages,0.41583555220466895
center_type_TYPE_A,0.405060569397223
category_Seafood,0.19697651740120262
category_Other Snacks,0.16979977929477005
category_Extras,0.12480748222402392
category_Starters,0.03555163894465091
category_Desert,0.03471726311272213
category_Biryani,0.029682389734271973
category_Soup,0.007301181842757432
category_Fish,0.006289443783609529
