number,value,datetime_start,datetime_complete,duration,params_bagging_fraction,params_bagging_freq,params_feature_fraction,params_lambda_l1,params_lambda_l2,params_learning_rate,params_max_depth,params_min_child_samples,params_num_leaves,state
17,0.47897260708077827,2025-04-25 15:16:25.698227,2025-04-25 15:16:36.646442,0 days 00:00:10.948215,0.6781494368369991,3,0.6740991546867472,0.0020096995426300605,1.0814980071214124,0.08091152166204246,10,50,78,COMPLETE
18,0.4787854617275986,2025-04-25 15:16:36.662793,2025-04-25 15:16:56.375945,0 days 00:00:19.713152,0.6649200832007113,1,0.6004128757797863,0.0002580163102020285,6.829582374753878,0.03598879855008858,8,54,84,COMPLETE
19,0.4814135995497125,2025-04-25 15:16:56.391866,2025-04-25 15:17:27.295542,0 days 00:00:30.903676,0.6884535901030793,2,0.6075190557255313,0.00035626238059972365,9.016468194283776,0.011465708947090227,7,53,87,COMPLETE
20,0.4787008488662817,2025-04-25 15:17:27.312100,2025-04-25 15:17:53.025543,0 days 00:00:25.713443,0.7607605148743691,4,0.6505984601160708,0.35603793387531874,2.47340108713003,0.031363556193924044,8,41,72,COMPLETE
21,0.47976080317924824,2025-04-25 15:17:53.041971,2025-04-25 15:18:12.333527,0 days 00:00:19.291556,0.779448151912967,4,0.6484035332154501,0.30615405498637444,2.208148588101835,0.03346917356507973,8,39,72,COMPLETE
22,0.47846273375939813,2025-04-25 15:18:12.350033,2025-04-25 15:18:40.273969,0 days 00:00:27.923936,0.6667372152996452,4,0.6035818591430263,8.067644591592487,3.3370547805433253,0.031052753605320216,10,54,83,COMPLETE
23,0.47885475451167653,2025-04-25 15:18:40.290413,2025-04-25 15:19:06.249670,0 days 00:00:25.959257,0.7291083104887751,5,0.6931472796969766,8.922338065201076,1.305550352076062,0.01902015787405419,10,43,72,COMPLETE
24,0.47903124160959365,2025-04-25 15:19:06.266224,2025-04-25 15:19:28.571508,0 days 00:00:22.305284,0.6338069612100177,4,0.6352425557613363,3.227362366380463,2.787955437769734,0.029661216488343523,10,55,54,COMPLETE
25,0.4796559869500258,2025-04-25 15:19:28.587755,2025-04-25 15:19:56.587529,0 days 00:00:27.999774,0.7207004511171119,4,0.7100522581809962,0.7329121809762602,3.2577315871991477,0.01681423540565858,12,45,90,COMPLETE
26,0.47891568187910427,2025-04-25 15:19:56.604341,2025-04-25 15:20:24.646369,0 days 00:00:28.042028,0.8080470706558042,3,0.6747256378589952,0.15954549541903137,0.5076223920538857,0.02906318352707496,11,35,75,COMPLETE
27,0.47830949180182253,2025-04-25 15:20:24.661784,2025-04-25 15:20:49.333067,0 days 00:00:24.671283,0.6463769142202058,7,0.6226542990312608,7.52007043302178,0.08484598159542024,0.04909518934967825,7,50,90,COMPLETE
28,0.47892132322153946,2025-04-25 15:20:49.349819,2025-04-25 15:21:08.472392,0 days 00:00:19.122573,0.6539599681768471,6,0.6174177242969647,9.63984374384532,0.08093024463728972,0.08508115783951802,6,48,90,COMPLETE
29,0.48031647340922123,2025-04-25 15:21:08.489015,2025-04-25 15:21:16.459487,0 days 00:00:07.970472,0.6887264473943482,7,0.736445737513374,2.532606789486048,0.02017403532087301,0.12725741277589367,7,56,88,COMPLETE
30,0.4790183390221873,2025-04-25 15:21:16.476149,2025-04-25 15:21:33.630880,0 days 00:00:17.154731,0.6230785224319395,7,0.6894953283960007,1.5405395189727888,0.12542405617632318,0.04848485111146547,10,24,65,COMPLETE
31,0.4784758006193349,2025-04-25 15:21:33.646695,2025-04-25 15:21:58.255423,0 days 00:00:24.608728,0.7017760552253777,5,0.6484825208796382,0.0785599812208368,0.04370258049487918,0.0329928411659377,8,41,78,COMPLETE
32,0.4783453709601385,2025-04-25 15:21:58.271560,2025-04-25 15:22:26.645818,0 days 00:00:28.374258,0.6943641968752683,5,0.6339935033037997,0.1246253262035237,0.0427034907428925,0.04464110039159884,7,51,92,COMPLETE
33,0.4796084504158288,2025-04-25 15:22:26.661369,2025-04-25 15:22:46.527201,0 days 00:00:19.865832,0.6574277173602088,5,0.6003671113124587,6.315696535633713,0.010640861022515503,0.06357160201829785,5,51,91,COMPLETE
34,0.4784460873133946,2025-04-25 15:22:46.543582,2025-04-25 15:23:09.224361,0 days 00:00:22.680779,0.6226663787716379,7,0.6256010619934789,0.008975180491317996,0.04597841836984849,0.045758777770406836,7,57,93,COMPLETE
35,0.47848894575937956,2025-04-25 15:23:09.240983,2025-04-25 15:23:29.176826,0 days 00:00:19.935843,0.6223759324124013,7,0.7273569276285372,0.007279306601492864,0.04174616921329421,0.04707583105372771,6,57,93,COMPLETE
36,0.48004662384012653,2025-04-25 15:23:29.192595,2025-04-25 15:23:44.013778,0 days 00:00:14.821183,0.6384703002466253,6,0.6271625516161674,0.09691928869279173,0.012266412704769792,0.07564478525833221,7,48,93,COMPLETE
37,0.48094391990519014,2025-04-25 15:23:44.030249,2025-04-25 15:23:53.573600,0 days 00:00:09.543351,0.7097734023094302,7,0.6666484540687327,0.007539081601562525,0.001150793752182447,0.09836175412333806,6,30,100,COMPLETE
38,0.48022218729668054,2025-04-25 15:23:53.590728,2025-04-25 15:24:13.124371,0 days 00:00:19.533643,0.6046574609251112,6,0.9318969967310922,0.001543662484562336,0.004087493398988497,0.05345762342762735,5,51,85,COMPLETE
39,0.4790963125534853,2025-04-25 15:24:13.140692,2025-04-25 15:24:30.536681,0 days 00:00:17.395989,0.6213932305937433,7,0.7514436693917808,0.051282476735877845,0.06208108998036468,0.0396446214816679,7,57,94,COMPLETE
