cv,mean_rmsle,std_rmsle,mean_mae,std_mae,mean_r2,std_r2
TimeSeriesSplit,0.5468988864910813,0.021835767064157113,68.98435471202323,3.8037877195480094,0.8383451565892184,0.026520912836980444
GroupTimeSeriesSplit,0.5496994837716487,0.010925201521647639,76.72911882260709,8.444820265636627,0.8055436258269083,0.020670500294319435
