Strategy,Mean_RMSLE,STD_RMSLE
TimeSeriesSplit,0.507539346318233,0.006855094216401589
GroupKFold_meal_id,0.5949707766224966,0.033939460262026905
GroupKFold_center_id,0.5098639925987319,0.0051020584454371755
